Unnamed: 0,Name,Type,Address,Phone,Email,Fax,Web,Contact,Styles/Specialties,Services,Genres,Clients,Additional locations,How to Submit,Notes
501,HOMEGROWN HITS,Promo Site,,,,,homegrownhits.com ,,,,,,,,"Billboard-like chart for indie artists, all genres, competition "
502,INDIE ARTIST RADIO,Promo Site,,,,,indieartistradio.net ,,,,,,,,music promo
503,INDIE ON THE MOVE,Promo Site,,,,,indieonthemove.com ,,,,,,,,Venue reviews
504,MERCH DIRECT,Promo Site,,,,,next.merchdirect.com ,,,,,,,,merch
505,PUREVOLUME,Promo Site,,,,,purevolume.com ,,,,,,,,music promo
506,REVERBNATION,Promo Site,,,,,reverbnation.com ,,,,,,,,music promo
507,SECTION 101,Promo Site,,,,,section101.com ,,,,,,,,website creation
508,SONGKICK,Promo Site,,,,,songkick.com ,,,,,,,,shows
509,STAGEIT,Promo Site,,,,,stageit.com ,,,,,,,,stream shows
510,STORE ENVY,Promo Site,,,,,storenvy.com ,,,,,,,,merch
511,CD BABY,Distribution/Online Retail,,,,,cdbaby.com ,,,,,,,,distribution/online retail
512,CARDSCASHREWARDS.COM,Networking/Social/Gig,,,info@cardscashrewards.com ,,cardscashrewards.com,,,,,,,,NFT development from conceptualization through minting and fan-focused sales and  distribution. 
513,GUMROAD,Networking/Social/Gig,,,,,gumroad.com ,,,,,,,,Twitter app for distribution/online retail
514,HELLO MERCH,Networking/Social/Gig,,,,,hellomerch.com,,,,,,,,
515,MERCHNOW,Networking/Social/Gig,,,,,merchnow.com,,,,,,,,
516,ORCHARD,Networking/Social/Gig,,,,,theorchard.com,,,,,,,,
517,TUNECORE,Networking/Social/Gig,,,,,tunecore.com,,,,,,,,
518,ARTIST GROWTH,Fan Mail/Career Management,,,,,artistgrowth.com ,,,,,,,,career management
519,CONVERT KIT,Fan Mail/Career Management,,,,,convertkit.com/fanbridge ,,,,,,,,fan management
520,IFANZ,Fan Mail/Career Management,,,,,"Ifanz.com, facebook.com/iFanzdotcom ",,,,,,,,fan management
521,ONLYWIRE,Fan Mail/Career Management,,,,,onlywire.com ,,,,,,,,Post to 47 social networks
522,CARDSCASHREWARDS.COM,Networking/Social/Gig,,,,,cardscashrewards.com ,,,,,,,,Live streams of artist showcases sponsored by company and its strategic  Partners.  Company actively accepts submissions all  commercial genres 
523,CONCERTS IN YOUR HOME,Networking/Social/Gig,,,,,concertsinyourhome.com,,,,,,,,
524,FESTIVAL NET,Networking/Social/Gig,,,,,festivalnet.com ,,,,,,,,find and book festival gigs
525,GIGSALAD,Networking/Social/Gig,,,,,gigsalad.com,,,,,,,,
526,MUSIC2DEAL,Networking/Social/Gig,,,,,music2deal.com ,,,,,,,,networking
527,MUSICIANS CONTACT,Networking/Social/Gig,,,,,musicianscontact.com ,,,,,,,,"Find musicians, gigs"
528,SONICBIDS,Networking/Social/Gig,,,,,sonicbids.com ,,,,,,,,"Social music marketing platform, connects bands, promoters, brands and fans "
529,WEGETNETWORKING,Networking/Social/Gig,,,,,wegetnetworking.com,,,,,,,,
530,BROADJAM,Licensing,,,,,broadjam.com ,,,,,,,,licensing
531,MUSIC SUPERVISOR,Licensing,,,,,musicsupervisor.com,,,,,,,,
532,TAXI,Licensing,,,,,taxi.com,,,,,,,,
533,CARDSCASHREWARDS.COM,Networking/Social/Gig,,,,,cardscashrewards.com ,,,,,,,,Company actively accepts music submissions for sponsored marketing services 
534,DATAMUSICATA,Information/Opportunities,,,,,datamusicata.com ,,,,,,,,"info/articles for artists, blog style"
535,DIGITAL MUSIC NEWS,Information/Opportunities,,,,,digitalmusicnews.com ,,,,,,,,Up-to-date industry news
536,HIP HOP MAKERS,Information/Opportunities,,,,,hiphopmakers.com ,,,,,,,,articles for hip-hop producers
537,HYPEBOT,Information/Opportunities,,,,,hypebot.com ,,,,,,,,music business news and articles
538,INDIE BIBLE,Information/Opportunities,,,,,indiebible.com ,,,,,,,,"contacts, info"
539,KINGS OF A&R,Information/Opportunities,,,,,kingsofar.com ,,,,,,,,opps
540,MUSIC CONNECTION,Information/Opportunities,,,,,musicconnection.com,,,,,,,,
541,MUSIC NOMAD,Information/Opportunities,,,,,musicnomad.com ,,,,,,,,music industry resources listing
542,MUSIC REGISTRY,Information/Opportunities,,,,,musicregistry.com ,,,,,,,,music industry directories
543,MUSIC XRAY,Information/Opportunities,,,,,musicxray.com ,,,,,,,,"submissions for opps, licensing"
544,SONICBIDS,Information/Opportunities,,,,,taxi.com ,,,,,,,,opps/info
545,TRUE TALENT MANAGEMENT,Information/Opportunities,,,,,truetalentpr.com ,,,,,,,,articles/info
546,2DOPEBOYZ,Blog,,,,,2dopeboyz.com ,,,,,,,,hip-hop blog
547,ALLHIPHOP,Blog,,,,,allhiphop.com ,,,,,,,,hip-hop blog
548,ARIS TAKE,Blog,,,,,aristake.com ,,,,,,,,Artist blog on the industry
549,AQUARIUM DRUNKARD,Blog,,,,,aquariumdrunkard.com ,,,,,,,,blog
550,BROOKLYN VEGAN,Blog,,,,,brooklynvegan.com ,,,,,,,,blog
551,DATAMUSICATA,Information/Opportunities,,,,,datamusicata.com,,,,,,,,
552,DJ BOOTH,Information/Opportunities,,,,,djbooth.net ,,,,,,,,"blog, hip-hop, R&B, soul"
553,HIPHOPDX,Information/Opportunities,,,,,hiphopdx.com ,,,,,,,,"blog, hip-hop, R&B, soul"
554,INVISIBLE ORANGES,Information/Opportunities,,,,,invisibleoranges.com ,,,,,,,,"blog, heavy metal"
555,KINGS OF A&R,Information/Opportunities,,,,,kingsofar.com ,,,,,,,,blog
556,LHYME,Information/Opportunities,,,,,lhyme.com ,,,,,,,,"up-and-coming indie music and food fusion website out of Nashville. they feature a different  indie artist each week or month and create recipes  inspired by the artists background, music style,  lifestyle and favorite foods. "
557,LOSANJEALOUS,Information/Opportunities,,,,,losanjealous.com ,,,,,,,,"blog, show listings"
558,MICHAEL DOLANS BLOG,Information/Opportunities,,,,,jmichaeldolan.com ,,,,,,,,Founder and previous Publisher of Music Connection 
559,PITCHFORK,Information/Opportunities,,,,,pitchfork.com ,,,,,,,,blog
560,RADIOLAB,Information/Opportunities,,,,,Radiolab.org ,,,,,,,,blog
561,SINGERSROOM,Information/Opportunities,,,,,singersroom.com ,,,,,,,,"blog, R&B/Soul"
562,STEREO GUM,Information/Opportunities,,,,,stereogum.com ,,,,,,,,blog
563,THE HYPE MACHINE,Information/Opportunities,,,,,hypem.com ,,,,,,,,blog
564,ARTIST SHARE,Other,,,,,artistshare.com ,,,,,,,,fan funding like Kickstarter
565,KICKSTARTER,Other,,,,,kickstarter.com ,,,,,,,,fund raising website for DIY artists
566,SONGDEX,Other,,,,,songdex.com ,,,,,,,,Industry song database
567,SOUND EXCHANGE,Other,,,,,soundexchange.com ,,,,,,,,collecting online royalties
568,TUNESAT,Other,,,,,tunesat.com ,,,,,,,,collecting royalties
