Unnamed: 0,Name,Address,Phone,Fax,Mailing,Email,Web,Contact,Additional locations,Degrees/Certificates Offered,Program and Facilities Description,Services,Duration,Basic Rate,Clients,Notes
406,MCGILL UNIVERSITY,"Schulich School of Music  Strathcona Music Building  555 Sherbrooke St., W.  Montreal, Quebec, Canada H3A 1E3",['514-398-4535'],,,,mcgill.ca/music,,,,,,,,,
407,MOSMA,"Mid-Ocean School of Media Arts  1588 Erin St.  Winnipeg, Manitoba R3E 2T1,  Canada",['204-775-3308'],,,info@midoceanschool.ca ,midoceanschool.ca,,,,,,,,,
408,NIMBUS RECORDING,"1490 West Broadway, Suite 300  Vancouver, Canada V5T 1B7",['604-875-8998'],,,admissions@nimbusrecording.com ,nimbusrecording.com ,,,,,one-year Diploma Programs,,,,
409,OIART,"Ontario Institute of Audio Recording Tech.  500 Newbold St.  London, Ontario N6E 1K6",['519-686-5010'],,,inquiry@olart.org ,oiart.org,,,,,,,,,
410,RECORDING ARTS CANADA,1207 Rue Saint-Andre  Montreal. Quebec,['514-286-4336'],,,toronto@recordingarts.com,recordingarts.com ,," 111 Peter St., Ste. 706  Toronto, Quebec  416-977-5074  ",,,,,,,
411,ROYAL COLLEGE OF MUSIC (LONDON),"Prince Consort Rd.  London SW7 2BS, United Kingdom  +44 20 7591 4300",,,,info@rcm.ac.uk ,rcm.ac.uk ,,,Bachelors degree,,,,,,
412,TREBAS INSTITUTE,"543 Yange Street Suite 300  Toronto, Ontario, M4Y 15Y, Canada",['416-966-3066'],,,,Trebas.com ,,,,,"Audio Engineering, Entertainment Management, Event Venue Management,  Film TV production ",,,,
413,Additional location::,"Montreal English, Montreal Francais  550 Sherbrooke St. W., Ste. 600  Montreal, Quebec, H3A 1B9",['514-845-9610'],,,,,,,,,"DJ Arts Tech., Film TV Prod., Music Business Admin.,  Sound Design, Studio Recording  Live Sound ",,,,
414,SAE INSTITUTE OF TECHNOLOGY,"Melbourne, Australia  235 Normanby Rd.  South Melbourne, VIC 3205  +61 (0)3 8632 3400",,+61 (0)3 8632 3401 ,,frankfurt@sae.edu ,sae.edu/deu/de,," Hannover, Stuttgart, Munchen, Leipzig, Hamburg,  Bochum, Berlin, Australia  Sydney, Brisbane, Byron Bay, Adelaide, Perth  United Kingdom  SAE House  297 Kingsland Rd.  E8 4DD London +44-(0)3330-112-315  ",,,,,,,
415,UNIVERSITE BLAISE PASCAL,"34, Ave. Carnot BP 185  63006 Clermont-Ferrand CEDEX France  +33 (0)4 73 40 63 63 (standard)   +33 (0)4 73 40 64 31",,,,ri@univ-bpclermont.fr ,uca.fr ,,,AA protools certification ,,,,"Less than $10,000 per year including accom- modations program and facilities: two & three year  university program taught in a 2500 ft. professional  studio. The best engineers and producers will be  teaching you their craft while acousticians, micro-  electronic and physics teachers will take you  deeper into how things work. ",,
416,UNIVERSITE DE MONTREALS FACULTY OF  MUSIC  ,"200 av. Vincent-dIndy, bureau B-301  Montreal (Quebec) H2V 2T2",['514-343-6427'],,,musique@umontreal.ca ,musique.umontreal.ca ,,,"Major in Digital Music, Minor in Digital Music, Bachelor in Electroacoustic Music,  Bachelor in Mixed Electroacoustic Music ",,,,,,
417,UNIVERSITY OF TORONTO,"Faculty of Music Admission Office - Room 145  Edward Johnson Building  80 Queens Park  Toronto, Ontario, Canada M5S2C5",['416-978-3750'],,,,music.utoronto.ca ,,,Two-year Masters in Music Technology and Digital Media ,,,,,,
418,BERKLEE ONLINE,1-,['617-747-2146'],,,advisors@online.berklee.edu ,online.berklee.edu,,,,,,,,,
419,EDDIE HADDAD,Lead Guitar Instructor  Guitar Mastery Method,['832-360-6851'],,,eddie@guitarmasterymethod.com ,guitarmasterymethod.com,,,,,,,,,
420,FULL SAIL UNIVERSITY,,['844-706-0683'],,,,fullsail.edu/campus-and-online/online- degrees  See Florida listing for details ,,,,,,,,,
421,SAVVY MUSICIANS ACADEMY,,,,,,savvymusicianacademy.com,,,,,,,,,
