Unnamed: 0,Name,Address,Phone,Email,Web,Basic Rate,Format,Contact,Services,Clients,Additional location,Notes
518,SPELLBOUND RECORDERS,"Lebanon, TN",['615-617-9419'],"contact@spellboundrecorders.com,Nettie@spellboundrecorders.com ","spellboundrecorders.com,facebook.com/spellboundrecorders  ",,,Nettie Freed,,,,
519,STATION WEST,"616 W Iris Drive  Nashville, TN 37204",['615-463-9118'],stationwest@gmail.com,stationwest.com ,,,"Rafaela Marone, Manager",,,,
520,STARSTRUCK STUDIOS,"40 Music Square W.  Nashville, TN 37203",['615-259-0001'],,starstruckstudios.com,call ,digital/analog,Janet Leese,,,,
521,STONEBRIDGE MASTERING STUDIO,"140 Jefferson Ave.  Memphis, TN 38103",['901-654-6491'],,stonebridgemastering.com,"$75/single, $50/song for 2 or more songs ",see website for equipment list,Gebre Waddell,,,,
522,STUDIO 78 RECORDING,"Brentwood, TN",['615-310-7707'],daewoo@studio78nashville.com ,studio78nashville.com ,,,,,,,
523,SUN STUDIO,"706 Union Ave.  Memphis, TN","['800-441-6249', '901-521-0664']",nina@sunstudio.com,sunstudio.com ,,,,,,,
524,SPUTNIK SOUND,"408 E. Iris Drive  Nashville, TN 37204",,"mitch@sputniksound.com,vance@sputniksound.com ",sputniksound.com ,,,"Mitch Dane, Engineer, Vance Powell, Engineer",,,,
525,TOMMYS TRACKS MASTERING,"Nashville, TN",['615-522-4344'],tommy@tommystracks.com,tommystracks.com/mastering,$125/song ,"Analog mastering for todays digital, CD, vinyland streaming platforms ",Tommy Wiggins,,,,
526,TRACE HORSE RECORDING STUDIO,"502 E. Iris Drive  Nashville, TN 37204",['615-258-5540'],booking@tracehorse.com,tracehorse.com ,,,,,,,
527,UNDERGROUND TREEHOUSE STUDIOS,"3145 Stafford Dr.  Nashville, TN 37214",['615-497-5048'],undergroundtreehouse@gmail.com,undergroundtreehouse.com,"$40/hr w/eng., $400/song, demoservice/Arrangements  ",,,,,,
528,UNOMASS STUDIO,"Brentwood, TN",,,unomasstudio.com,,,Doug Sarrett ,,,,
529,VERGE RECORDING,"1218 5th Ave. North  Nashville, TN 37208",['615-320-5576'],,vergerecording.com ,,,Brian Exkert,,,,
530,WELCOME TO 1979,"1110 48th Ave. N  Nashville, TN  37209",['844-679-1979'],booking@welcometo1979.com,welcometo1979.com ,,,Yoli Mara,,,,
531,WILDWOOD RECORDING,"2201 N. Berrys Chapel Rd.  Franklin, TN 37069",['615-708-6944'],booking@wildwoodrecording.com,wildwoodrecording.com,Call for Information ,"Digidesign Pro Tools HD3 wit Pro Control,Otari 2-inch 24 Track ",Brendan Harkan,,,,
532,WRITERS STUDIO AT HUTTON HOTEL,"1808 West End Ave  Nashville, TN 37203",['615-340-9333'],,writersstudiosathuttonhotel.com  ,,,,,,,
533,ARLYN STUDIOS,"200 Academy Dr., Ste. 140  Austin, TX 78704",['512-447-2337'],booking@arlynstudios.com,arlynstudios.com,call or email ,,,,,,
534,ASSEMBLY LINE STUDIOS,,['703-609-9047'],kevin@assemblylinestudios.comWeb : assemblylinestudios.com  ,,,,,,,,
535,AUSTIN SIGNAL,"10208 Birdlip Circle  Austin, TX 78733",['512-656-4039'],Jon@austinsignal.com,austinsignal.com,,"Pro Tools 10, Analog ",,,,,
536,BLUE ROCK ARTIST RANCH AND STUDIO,"P.O. Box 619   Wimberley, TX 78676",['512-847-7440'],"info@bluerocktexas.com,billy@bluerocktexas.com ",bluerocktexas.com,call for rates ,Pro Tools HD3,Billy Crockett,,,,
537,CACOPHONY RECORDERS,"Austin, TX",['512-771-9863'],cacophonyrecorders@gmail.com,cacophonyrecorders.com ,,,,,,,
538,CEDAR CREEK RECORDING,"5012 Brighton Rd.  Austin, TX 78745",['512-444-0226'],andre@cedarcreekstudioatx.com,"facebook.com/cedarcreekrecording,cedarcreekstudioatx.com ",,"Pro Tools 10 HD Native, Yamaha NS-10,1973Custom 32 Input Neve  ",,,,,
539,CRYSTAL CLEAR SOUND,"4902 Don Dr.  Dallas, TX 75247",['214-630-2957'],kent@crystalclearsound.net,crystalclearsound.net,"$70/hr, $500 for 8-hour block ","analog, digital, mastering",,,,,
540,THE ECHO LAB,"Denton, TX",,mattpencerecording@gmail.com ,theecholab.com,,,Matt Pence,,,,
541,EMPIRE SOUND RECORDING STUDIO,"1500 Crescent Drive  Carrollton, TX 75006",['214-289-3786'],info@empiresoundstudios.com,empiresoundstudio.com  ,,,,,,,
542,ESTUARY RECORDING,"Austin, TX  78751",['972-672-7176'],imixhouston@gmail.com,imixhouston.com ,,"Analog, Digital and Vintage Modern Recording","J. Michael Landon, Engineer",,,,
543,FIREFLY SOUND STUDIO,"3711 Farm to Market Rd., 484   Fischer, TX 78133",['830-935-2069'],,sffirefly.com,call or email for info ,see website for equipment list,Steve Hennig,,,,
544,ICE CREAM FACTORY STUDIO,"1029 Reninli Street. #10  Austin, TX 78723",['512-814-7625'],matt@icecreamfactorystudio.com,icecreamfactorystudio.com ,,,,,,,
545,JOMUSIK,"Sunnyvale, TX 75182",['972-226-1265'],info@jomusik.com,jomusik.com,"$60/hr, productions by mail ","digital and analog, lots of tracks",Joe Milton,,,,
546,THE KITCHEN STUDIOS,"9024 Garland Rd.  Dallas, TX 75218",['214-321-6401'],thekitchenstudios@sbcglobal.net,thekitchenstudios.netBasic Rate : $65 per hour  ,,,,,,,
547,LUMINOUS SOUND,"17120 Dallas Pkwy., Ste. 100  Dallas, TX 75248",['972-331-7040'],info@luminoussound.com,luminoussound.com,please call for info ,,,,,,
548,MAGIK STUDIOS,"16745 North Freeway, Ste. D  Houston, TX 77090","['281-880-8992', '832-305-6429']",magikrecording@gmail.com,magikrecordingstudio.com,$50/hr/2hr min. ,,,,,,
549,NEXUS RECORDING STUDIOS,"8535 Fair Haven  San Antonio, TX 78229",['210-639-5266'],Jason@nexusrecordingstudios.com,nexusrecordingstudios.com,,,Jason Hatch ,,,,
550,ORB RECORDING STUDIOS,"9306 Ledgestone Terrace  Austin, TX 78737",['512-433-6301'],bookingorb@gmail.com,orbrecordingstudios.com,call or email for rates ,,,,,,
551,PLANET DALLAS,"P.O. Box 110995  Carrollton, TX 75011",['214-893-1130'],info@planetdallas.com,planetdallas.com,call for pricing ,please see website,Rick Rooney,,,,
552,RAMBLECREEK STUDIO,"Austin, TX",['512-797-7131'],info@ramblecreek.com,ramblecreek.com,Call for info ,,Britton Beisenherz,,,,
553,RECORD WITH BARRON,"1701 Detering St.  Houston, TX. 77007",['713-225-1846'],barron@recordwithbarron.com,recordwithbarron.com,"1 hr/$80, 4 hr/$280 ",,,,,,
554,SONIC RANCH,"20200 Alameda  Tomillo, TX 79853",['915-449-3717'],tony@sonicranch.com,sonicranch.com ,,,Tony Rancich,,,,
555,SOUND ARTS RECORDING,"8377 Westview Drive  Houston, TX 77055",['713-464-4653'],brianbaker@soundartsrecording.com,soundartsrecording.com ,,,,,,,
556,SPACE REHEARSAL & RECORDING,"7915 Manchaca Rd.  Austin, TX 78745",['512-448-9518'],,spaceatx.com,$10/$14/$30 hr ,,,,,,
557,STUDIO HILL,"Austin, TX",['737-202-4557'],studiohillaustin@gmail.com,studiohillaustin.com  ,,,,,,,
558,STUDIO 601,"South Austin, TX",['512-693-9465'],info@studio601recording.com,studio601recording.com ,,,,,,,
559,STUDIO713,"848 Richey St.  Houston, TX 77002",['713-640-5428'],info@713mediagroup.com,713mediagroup.com ,,,,,,,
560,SUGARHILL STUDIOS,"5626 Brock St.  Houston, TX   77023",['713-926-4431'],fjr8660@gmail.com,facebook.com/SugarHillStudios                                                                                                                                                                                                                                                   nd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,,,Casey Waldner,,,,
561,SUNRISE SOUND,"3330 Walnut Bend  Houston,TX 77042",['713-977-9165'],info@sunrisesound.com,sunrisesound.com,"$139/2hr session, $259/4hr session,$479/8hr session  ",,,,,,
562,360 RECORDING STUDIO,"11430 Bissonnet St.  Houston, TX  77099",['832-598-7348'],,360recordingstudio.com ,,,,,,,
563,TIERRA STUDIOS,"7502 Shadyvilla Ln.  Houston, TX 77055",['832-730-0040'],info@tierrastudios.com,tierrastudios.com ,,,,,,,
564,TOP HAT RECORDING,"2302 Rebel Rd.  Austin, TX 78704  Knoxville, TN",['512-779-8188'],mary@tophatrecording.com,tophatrecording.com ,,,,,,,
566,TRINITY RECORDING STUDIO,"3406 Brawner Parkway  Corpus Christi, TX 78411  361-854-SING (7464)",,webinfo@trinitystudio.com,trinitystudio.com,$30/hr. ,"digital, unlimited tracks",Jim Wilken,,,,
567,WIRE ROAD STUDIOS,901 W. 20th St.  Houston TX 77008,['713-636-9772'],contact@wireroadstudios.com,wireroadstudios.com,Studio A $130/Hour; Studio B $100/Hour;Studio D $75/Hour   ,Digital / Pro Tools,Bill Wade,,,,
569,FUNK STUDIOS,"445 N. 700 W,    Suite `0` North Salt Lake, UT 84054",['385-424-0778'],funkstudiosutah@gmail.com,funkstudiosutah.com ,,,,,,,
571,NOISEBOX STUDIOS,"2544 W. 500 S. Provo, UT 84601",['801-805-8217'],dave@noiseboxstudios.com,noiseboxstudios.com,$85/hr ,,Dave Zimmerman,,,,
572,OUTLAW MUSIC STUDIO,"55 Castle Valley Dr.  Moab, UT 84532",['435-259-0900'],info@outlawmusic.studio,OutlawMusic.Studio,Please contact us  ,"Pro Tools HD/HDX, analog 1/2 and 2-24 track",Fred Stone,,,,
573,GUILFORD SOUND,"561 Fitch Rd.  Guilford, VT 05301",['802-254-4511'],info@guilfordsound.com,guilfordsound.com,Please call Cindy. ,Pro Tools + Analog,Cynthia Larsen,,,,
574,NORTHERN TRACK RECORDING STUDIO,"P.O. Box 1059  Wilmington, VT 05363",['802-464-2234'],info@northerntrackstudio.com,northerntrackstudio.com,$60/hr ,,,,,,
575,OLD MILL ROAD RECORDING,"316 Old Mill Road  East Arlington,VT 05252",['802-430-7398'],info@oldmillroadrecording.com,oldmillroadrecording.com ,,,,,,,
576,TANK RECORDING STUDIO,"322 N. Winooski Ave.  Burlington, VT  05401",['802-448-2655'],info@tankrecording.com,tankrecording.com,,"Pro Tools Ultimate 2013/2015 Mac Pro,Apogee 32 Channels  ",,,,,
577,VERMONT RECORDING STUDIOS,"1057 Quarry Road  Chester, VT 05153",['802-631-0707'],Studio@VermontRecordingStudios.com,VermontRecordingStudios.com ,Please call for more information,"Studio One, Pro Tools, Solid State Logic SuperAnalogue Mixing Console & DAW Controllers. F565",John Sawyer,,,,
578,CUE RECORDING STUDIOS,"109 Park Ave., Ste. E   Falls Church, VA 22046",['703-532-9033'],"info@cuerecording.com,studiomanager@cuerecording.com ",cuerecording.com,please call for info ,,,,,,
579,DA SPOT RECORDING STUDIO,"213 W Brookland Park Blvd.  Richmond, VA 23223",['804-649-2888'],,daspotrecordingstudio.com ,,,,,,,
580,INNER EAR STUDIO,"2701 South Oakland Street  Arlington, VA 22206","['703-820-8923', '703-521-7781']",zdz801@aol.com,innerearstudio.com,"$425 per day, hourly rates available ",,,,,,
581,MASTER SOUND,"Virginia Beach, VA 23452",['757-373-1180'],rob@mastersoundva.com,mastersoundva.com,call for rates  ,digital and vintage analog,Rob Ulsh,,,,
582,BAD ANIMALS,"2247 15th Ave. W  Seattle, WA 98119",['206-443-1500'],info@badanimals.com,badanimals.com,please call for info ,digital and analog,Wendy Wills,,,,
583,BEAR CREEK STUDIO AND MUSIC PRODUCTION,"6313 Maltby Rd.  Woodinville, WA 98072",['425-481-4100'],ryanhadlock@hotmail.com,bearcreekstudio.com,Please call for rates ,"2 24 trk, 2 16 trk, 1/2 2 trk, Pro Tools HD32 in/48 out ",Manny Hadlock,,,,
584,CLOUD STUDIOS,"1101 E. Pike St.  Basement Seattle, WA 98122",['206-209-0977'],info@cloudstudiosseattle.com,cloudstudiosseattle.com,call for rates ,,Doug Wilkerson,,,,
585,ELECTROKITTY,"4415 Densmore Ave., N.  Seattle, WA 98103",['425-358-1441'],electrokittyrecording@gmail.com,electrokitty.com,call for more info ,Digital and Analog,Garrett,,,,
586,LONDON BRIDGE STUDIOS,"20021 Ballinger Way, N.E., #A  Shoreline, WA 98155",['206-364-1525'],info@londonbridgestudio.com,londonbridgestudio.com,please call for rates ,"Vintage Neve 8048 / Studer A-800 MKIII24-track 2 Analog tape deck, Protools HD3 ",,,,,
587,MIRROR SOUND STUDIO,"301 N.E. 191st St.  Seattle, WA 98155",['206-440-5889'],info@mirrorsound.com,mirrorsound.com,Please call for rates ,24 track digital-analog,Ken Fordyce,,,,
588,ORBIT AUDIO,"Seattle, WA",['206-381-1244'],orbitaudio@gmail.com,orbitaudiorocks.com,"$95/Hr, $750/day  ",Digital/Analog,,,,,
589,JAMIE PECK PRODUCTIONS,"216 Longvue Acres Rd.   Wheeling, WV 26003",['304-277-2771'],,jamiepeckproductions.com,please call for info ,digital Pro Tools HD,Jamie Peck,,,,
590,RHL AUDIO,,['703-628-3015'],chris@rhlaudio.com,rhlaudio.com,please call for info  ,,Chris Murphy,,,,
591,BLAST HOUSE STUDIOS,"1117 Jonathon Dr.  Madison, WI   53713",['608-276-4446'],mike@madisonmusicfoundry.com,blasthousestudios.com,call for rates  ,see website for equipment list,,,,,
592,BRIDGER PRODUCTIONS,"P.O. Box 8131   4150 Glory View Ln. Jackson, WY 83002",['307-733-7871'],bridgerproductions@gmail.com,bridgerproductions.com,please call for info ,,"Michael J. Emmer, President",,,,
