venue_name,user,user_location,date,review,star_rating
Bottom of the Hill,Kylie W.,"San Francisco, CA","Jul 28, 2011",Great place. BUT be carefull!! Cars get broken into here ALL the time.,4
Bottom of the Hill,Carmel U.,"Boulder, CO","Jul 26, 2011",Great venue that showcases Great bands.Love that you can order food and eat in the back.  The smoking section outside is also very cool.  You can also buy your tickets online which make it easy to plan in advance on a show.I love that it never gets too packed inside.  You never have to worry about standing on chairs to watch the band you paid money to see.  Love this place.,5
Bottom of the Hill,Mallory P.,"Sunnyvale, CA","Jun 24, 2011",Went here for a show... fantastic! the environment was so chill everyone was great. no douche bags.... the bartenders were awesome so friendly. Cant wait til theres another band I wanna see here. love small venue bars they are just the bees knees.,5
Bottom of the Hill,Meghan M.,"San Francisco, CA","Jun 3, 2011","Sweet, intimate spot that was absolutely cranking, sound-wise, when I was there last.  Everyone that works there seems to be very cool and attentive..didn't get any attitude.",5
Bottom of the Hill,Ken L.,"Dublin, CA","Jun 1, 2011","Oh, Bottom of The Hill, you've found your way to, and I love you from, the bottom of my heart. How have I not been here before?Staff that does NOT scowl at you with the ""I'm too cool, cause I'm selling you, tickets/alcohol, at this fucking venue, even though I'm not in the band!!!"" when getting tickets or booze. Thank you! And thank you again.I saw Asobi Seksu here the other, uh, afternoon, yeah, early show. They were great, even though there were probably only 50 people in the crowd. Finishing up with a cover of The Jesus and Mary chain Never Understand! They left the stage and were helping sell stuff from the merch table. The lead singer took a picture with 2 fans. How's that for up close and personal!The charm of this place melts off the fucking walls and seeps into your senses!!! {~;Come get UP CLOSE and PERSONAL with some live bands here!",5
Bottom of the Hill,Josiah B.,"Reno, NV","May 20, 2011","I went to my first show here and it literally changed my life. That show is the reason I'm pursuing a a career with this music stuff. Bottom of the Hill is probably one of coolest venues in the country. I've seen GREAT bands here and I've stood so close to them I could feel their energy like craaazy! The shows are always superbly organized and the small venue size let's bands meet their fans and even come out and party along with them when not headlining. This place is just too cool. If ABC ever closes this venue down I will never forgive them and my hate will be nasty and really scary! So go look at the calendar, find a show and support our local live music scene!",5
Bottom of the Hill,Ro R.,"East Bay, CA","May 5, 2011",Love Bottom of the Hill for four reasons: 1. Intimate venue (when I mean 'intimate' I mean small as hell...which is the way I like it)2. Decent prices on drinks 3. FREE and easy to find parking!!!!!! (For anyone that's ever driven in sf you understand)4. Good indie bands What more can a girl ask for?,5
Bottom of the Hill,Tom S.,"San Francisco, CA","May 2, 2011","I've gone to numerous shows at Bottom of the Hill, mostly in support of the local bands I know I love.The bands are all awesome. Generally, the sound guy does a great job. (Although some times it's just too darn loud--bring earplugs if you value your hearing!) Bar service is okay too, though on a busy night getting to the bar is nearly impossible and you'll have to wait for a while. It's a popular destination, and thus comes with all of the benefits and curses of being one.I almost always have a good time at this venue. However, I did have an incredibly infuriating experience ordering tickets online. I went through the incredibly shifty-looking ticket ordering page (that's linked through paypal) placed by order and received a booking number. Ostensibly, I had tickets! I even took a screen shot of the order page for good measure.However, when I showed up at the venue I was told I was not on the will call list and that I couldn't get in. I showed both the door man and the manager my booking number, and showed them the screen shot. But it was to no avail. I was told that their online ordering was a ""foolproof"" system and that I should have checked my credit card statement to confirm that the tickets were purchased.After checking my statement it did turn out that I had NO tickets, despite what I was led to believe on the website. Shame on me! Clearly their website not so foolproof, but since it's the bartender's pet project she's awfully defensive of it!My beef is that it's uncharacteristic for a web site to imply that you've booked your tickets without being billed, and that the bartender was so unsympathetic and uncompromising to a loyal customer.To Bottom of the Hill: fix your ""foolproof"" website, and I'll fix this review.",2
Bottom of the Hill,Ashley M.,"Antioch, CA","Apr 30, 2011","The prices were pretty good here on drinks and they have a good selection. I have nothing bad and nothing astounding to say about the bar tenders. On one occasion one bar tender took my order and someone else gave me the wrong beer. It was in the same price range and it was also a beer I liked so I didn't mind or complain, but it wasn't the one I asked for. The patio is lovely, but there isn't much seating. The stage and the live music is always good though and if you look on the wall a lot of really impressive acts have played here. I really enjoy myself here.",4
Bottom of the Hill,John R.,"San Diego, CA","Apr 29, 2011",Good place to catch a concert and get some food.  The ckicken nachos were suprisingly fresh. BRING CASH!,4
Bottom of the Hill,Carolyn F.,"San Francisco, CA","Apr 12, 2011","I've seen both bands on the rise and bands on the decline here. So if you want to stand just inches away from your future (or past) idols as they perform, come here! There really are lots of things to love about BOTH: very little pretension, cheap tickets prices (no exorbitant fees!), cheap drink prices, cool little patio area, small setting, easy parking, food on offer (can't fully recommend though....). Sometimes the sound system goes through kinks and there are delays. But it's all part of the charm, right?",4
Bottom of the Hill,John S.,"Salt Lake City, UT","Apr 10, 2011","This is my favorite spot in the city to catch a concert. A lot of small band coming through this place on their way to bigger and better things, and a lot of bands come that you discover that you would otherwise have never heard before. The venue is intimate, small, cozy, and you can go over and give the band members a high five right afterwards. In terms of the other parts of the venue: the drinks are decent (they have guinness on tap, which always makes my day), and the staff are friendly, and the crowd is always fun and not usually too douchey. (I'm also completing this review just so I can mark the shiny new ""hipster"" checkbox that yelp has now)The only downsides are that the the sound system could be (a lot) better. One band I went to see had a female vocalist, who was completely blown out by the sound system. As a bonus, from the vantage point of on top of the hill that this venue is on the bottom of of, the stage is beneath ground level, therefore, you can check out bands while they're still, literally, underground",5
